START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,date,time,day to night
2016-08-01 17:23:00,2016-08-01 17:55:00,Business,Morrisville,Cary,8.1,NOT,2016-08-01,17:23,Day
2016-08-02 08:11:00,2016-08-02 08:32:00,Business,Cary,Morrisville,8.4,Meeting,2016-08-02,08:11,Day
2016-08-02 11:51:00,2016-08-02 12:15:00,Business,Arlington,Washington,4.9,NOT,2016-08-02,11:51,Day
2016-08-02 19:15:00,2016-08-02 19:23:00,Business,Kalorama Triangle,K Street,1.0,NOT,2016-08-02,19:15,Night
2016-08-02 21:23:00,2016-08-02 21:29:00,Business,K Street,Kalorama Triangle,1.0,NOT,2016-08-02,21:23,Night
2016-08-03 12:46:00,2016-08-03 13:00:00,Business,West End,Northwest Rectangle,2.0,NOT,2016-08-03,12:46,Day
2016-08-03 14:59:00,2016-08-03 15:03:00,Business,K Street,Kalorama Triangle,1.1,NOT,2016-08-03,14:59,Day
2016-08-03 16:00:00,2016-08-03 16:04:00,Business,Kalorama Triangle,Downtown,1.5,NOT,2016-08-03,16:00,Day
2016-08-05 17:23:00,2016-08-05 17:30:00,Business,Connecticut Avenue,Kalorama Triangle,1.3,NOT,2016-08-05,17:23,Day
2016-08-05 18:17:00,2016-08-05 18:21:00,Business,Kalorama Triangle,Columbia Heights,1.8,NOT,2016-08-05,18:17,Night
2016-08-05 19:17:00,2016-08-05 19:27:00,Business,Columbia Heights,Kalorama Triangle,1.5,NOT,2016-08-05,19:17,Night
2016-08-06 06:40:00,2016-08-06 06:58:00,Business,Washington,Arlington,6.6,NOT,2016-08-06,06:40,Day
2016-08-06 09:31:00,2016-08-06 09:53:00,Business,Morrisville,Cary,8.0,NOT,2016-08-06,09:31,Day
2016-08-07 17:14:00,2016-08-07 17:23:00,Business,Whitebridge,Edgehill Farms,2.7,NOT,2016-08-07,17:14,Day
2016-08-07 17:28:00,2016-08-07 17:43:00,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,2016-08-07,17:28,Day
2016-08-07 18:17:00,2016-08-07 18:23:00,Business,Cary,Morrisville,2.5,NOT,2016-08-07,18:17,Night
2016-08-07 20:15:00,2016-08-07 20:23:00,Business,Morrisville,Cary,2.5,Meal/Entertain,2016-08-07,20:15,Night
2016-08-08 16:17:00,2016-08-08 16:31:00,Business,Whitebridge,Farmington Woods,5.2,NOT,2016-08-08,16:17,Day
2016-08-08 16:37:00,2016-08-08 16:50:00,Business,Farmington Woods,Edgehill Farms,4.0,NOT,2016-08-08,16:37,Day
2016-08-08 17:02:00,2016-08-08 17:13:00,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,2016-08-08,17:02,Day
2016-08-08 21:50:00,2016-08-08 22:15:00,Business,Cary,Morrisville,4.8,NOT,2016-08-08,21:50,Night
2016-08-08 23:28:00,2016-08-08 23:37:00,Business,Morrisville,Cary,3.2,Customer Visit,2016-08-08,23:28,Night
2016-08-09 14:20:00,2016-08-09 14:38:00,Business,Whitebridge,Waverly Place,6.9,NOT,2016-08-09,14:20,Day
2016-08-09 15:15:00,2016-08-09 15:36:00,Business,Cary,Raleigh,14.9,NOT,2016-08-09,15:15,Day
2016-08-09 16:04:00,2016-08-09 16:37:00,Business,Raleigh,Cary,17.4,NOT,2016-08-09,16:04,Day
2016-08-10 16:56:00,2016-08-10 17:24:00,Business,Cary,Durham,12.9,NOT,2016-08-10,16:56,Day
2016-08-10 17:53:00,2016-08-10 18:28:00,Business,Durham,Apex,15.3,NOT,2016-08-10,17:53,Day
2016-08-10 18:49:00,2016-08-10 18:50:00,Business,Apex,Apex,1.0,NOT,2016-08-10,18:49,Night
2016-08-10 19:47:00,2016-08-10 20:02:00,Business,Apex,Cary,6.0,NOT,2016-08-10,19:47,Night
2016-08-11 12:53:00,2016-08-11 13:00:00,Business,Whitebridge,Heritage Pines,2.2,NOT,2016-08-11,12:53,Day
2016-08-11 13:14:00,2016-08-11 13:28:00,Business,Heritage Pines,Edgehill Farms,4.4,NOT,2016-08-11,13:14,Day
2016-08-11 13:32:00,2016-08-11 13:42:00,Business,Edgehill Farms,Whitebridge,2.8,NOT,2016-08-11,13:32,Day
2016-08-11 18:37:00,2016-08-11 19:29:00,Business,Cary,Wake Forest,31.7,NOT,2016-08-11,18:37,Night
2016-08-11 20:59:00,2016-08-11 21:44:00,Business,Wake Forest,Cary,31.9,NOT,2016-08-11,20:59,Night
2016-08-12 18:49:00,2016-08-12 18:52:00,Business,Whitebridge,Westpark Place,1.9,NOT,2016-08-12,18:49,Night
2016-08-12 18:56:00,2016-08-12 19:05:00,Business,Westpark Place,Whitebridge,1.8,NOT,2016-08-12,18:56,Night
,,Business,Cary,Morrisville,8.4,Meeting,,,Night
,,Business,R?walpindi,Unknown Location,15.6,NOT,,,Night
,,Business,Unknown Location,Unknown Location,14.1,NOT,,,Night
,,Business,Unknown Location,Unknown Location,15.7,NOT,,,Night
,,Business,Unknown Location,Unknown Location,25.9,Temporary Site,,,Night
,,Business,Unknown Location,Unknown Location,7.9,NOT,,,Night
,,Business,Unknown Location,Unknown Location,2.7,NOT,,,Night
,,Business,Unknown Location,Unknown Location,5.5,NOT,,,Night
,,Business,Unknown Location,Islamabad,5.7,NOT,,,Night
,,Business,Islamabad,Islamabad,1.2,NOT,,,Night
,,Business,Islamabad,Unknown Location,5.7,Temporary Site,,,Night
,,Business,Unknown Location,Unknown Location,16.2,NOT,,,Night
,,Business,Unknown Location,Unknown Location,2.6,NOT,,,Night
,,Business,Unknown Location,Unknown Location,12.1,NOT,,,Night
,,Business,Unknown Location,R?walpindi,1.4,NOT,,,Night
,,Business,R?walpindi,Islamabad,6.4,NOT,,,Night
,,Business,Islamabad,Unknown Location,7.3,NOT,,,Night
,,Business,Unknown Location,Unknown Location,5.3,NOT,,,Night
,,Business,Unknown Location,Unknown Location,5.5,NOT,,,Night
,,Business,Unknown Location,Unknown Location,7.7,Temporary Site,,,Night
,,Business,Unknown Location,Unknown Location,7.6,Temporary Site,,,Night
,,Business,Unknown Location,Noorpur Shahan,7.6,NOT,,,Night
,,Business,Noorpur Shahan,Islamabad,3.3,NOT,,,Night
,,Business,Islamabad,R?walpindi,6.5,NOT,,,Night
,,Business,R?walpindi,Unknown Location,2.0,NOT,,,Night
,,Business,Unknown Location,Islamabad,5.7,NOT,,,Night
,,Business,Islamabad,Islamabad,3.2,NOT,,,Night
,,Business,Islamabad,Unknown Location,12.5,NOT,,,Night
,,Business,Unknown Location,Unknown Location,7.6,Airport/Travel,,,Night
,,Business,Unknown Location,Unknown Location,7.7,NOT,,,Night
,,Business,Unknown Location,Islamabad,12.2,NOT,,,Night
,,Business,Islamabad,Islamabad,1.4,NOT,,,Night
,,Business,Islamabad,Unknown Location,20.2,NOT,,,Night
,,Business,Unknown Location,Islamabad,9.8,NOT,,,Night
,,Business,Islamabad,Unknown Location,6.3,NOT,,,Night
,,Business,Unknown Location,Islamabad,4.9,NOT,,,Night
,,Business,Islamabad,Islamabad,1.5,NOT,,,Night
,,Business,Islamabad,Unknown Location,10.9,NOT,,,Night
,,Business,Unknown Location,Unknown Location,19.0,NOT,,,Night
,,Business,Unknown Location,Unknown Location,19.0,NOT,,,Night
,,Business,Unknown Location,R?walpindi,7.9,NOT,,,Night
,,Business,R?walpindi,R?walpindi,4.1,NOT,,,Night
,,Business,R?walpindi,Unknown Location,18.7,NOT,,,Night
,,Business,Unknown Location,Noorpur Shahan,8.7,NOT,,,Night
,,Business,Noorpur Shahan,Unknown Location,7.5,NOT,,,Night
,,Business,Unknown Location,Noorpur Shahan,7.7,NOT,,,Night
,,Business,Noorpur Shahan,Islamabad,4.4,NOT,,,Night
,,Business,Islamabad,Unknown Location,5.0,NOT,,,Night
,,Business,Unknown Location,Unknown Location,1.9,NOT,,,Night
,,Business,Unknown Location,Unknown Location,7.9,NOT,,,Night
,,Business,Unknown Location,Unknown Location,17.7,NOT,,,Night
,,Business,Unknown Location,Unknown Location,25.2,NOT,,,Night
,,Business,Unknown Location,Unknown Location,96.2,NOT,,,Night
,,Business,Unknown Location,Unknown Location,35.0,NOT,,,Night
,,Business,Unknown Location,Unknown Location,5.5,NOT,,,Night
,,Business,Unknown Location,Unknown Location,50.4,NOT,,,Night
,,Business,Unknown Location,Lahore,9.2,NOT,,,Night
,,Business,Lahore,Unknown Location,7.3,NOT,,,Night
,,Business,Unknown Location,Unknown Location,5.0,NOT,,,Night
,,Business,Unknown Location,Unknown Location,3.8,NOT,,,Night
,,Business,Unknown Location,Lahore,3.9,NOT,,,Night
,,Business,Lahore,Lahore,7.4,NOT,,,Night
,,Business,Lahore,Lahore,1.5,NOT,,,Night
,,Business,Lahore,Unknown Location,7.9,NOT,,,Night
,,Business,Unknown Location,Lahore,2.9,NOT,,,Night
,,Business,Lahore,Lahore,3.4,NOT,,,Night
,,Business,Lahore,Lahore,3.8,NOT,,,Night
,,Business,Lahore,Unknown Location,5.9,NOT,,,Night
,,Business,Unknown Location,Lahore,9.6,NOT,,,Night
,,Business,Lahore,Lahore,7.0,NOT,,,Night
,,Business,Lahore,Lahore,0.9,NOT,,,Night
,,Business,Lahore,Unknown Location,86.6,NOT,,,Night
,,Business,Unknown Location,Unknown Location,156.9,NOT,,,Night
,,Business,Unknown Location,Noorpur Shahan,10.1,NOT,,,Night
,,Business,Noorpur Shahan,Islamabad,6.2,NOT,,,Night
,,Business,Islamabad,Islamabad,5.3,NOT,,,Night
,,Business,Islamabad,Unknown Location,12.1,NOT,,,Night
,,Business,Unknown Location,Islamabad,10.8,NOT,,,Night
,,Business,Islamabad,Islamabad,4.3,NOT,,,Night
,,Business,Islamabad,Islamabad,2.5,NOT,,,Night
,,Business,Islamabad,Unknown Location,5.7,Temporary Site,,,Night
,,Business,Unknown Location,Islamabad,2.8,NOT,,,Night
,,Business,Islamabad,Unknown Location,4.0,NOT,,,Night
,,Business,Unknown Location,Islamabad,5.5,NOT,,,Night
,,Business,Islamabad,Islamabad,2.6,NOT,,,Night
,,Business,Unknown Location,Unknown Location,2.1,NOT,,,Night
,,Business,Unknown Location,Islamabad,8.8,NOT,,,Night
,,Business,Islamabad,Islamabad,4.4,NOT,,,Night
,,Business,Islamabad,Unknown Location,5.3,NOT,,,Night
,,Business,Unknown Location,Unknown Location,13.0,NOT,,,Night
2016-09-01 11:51:00,2016-09-01 12:24:00,Business,Unknown Location,Islamabad,13.0,NOT,2016-09-01,11:51,Day
2016-09-01 17:21:00,2016-09-01 17:36:00,Business,Islamabad,Unknown Location,10.6,NOT,2016-09-01,17:21,Day
2016-09-01 18:49:00,2016-09-01 19:08:00,Business,Unknown Location,Unknown Location,2.2,NOT,2016-09-01,18:49,Night
2016-09-02 11:37:00,2016-09-02 12:24:00,Business,Unknown Location,Islamabad,9.2,NOT,2016-09-02,11:37,Day
2016-09-02 18:56:00,2016-09-02 19:37:00,Business,Unknown Location,Unknown Location,12.9,NOT,2016-09-02,18:56,Night
2016-09-05 10:25:00,2016-09-05 10:44:00,Business,Unknown Location,R?walpindi,17.2,NOT,2016-09-05,10:25,Day
2016-09-06 17:49:00,2016-09-06 17:49:00,Business,Unknown Location,Unknown Location,69.1,NOT,2016-09-06,17:49,Day
2016-09-10 10:28:00,2016-09-10 10:45:00,Business,Unknown Location,Unknown Location,2.8,NOT,2016-09-10,10:28,Day
2016-09-11 09:51:00,2016-09-11 09:55:00,Business,Unknown Location,Unknown Location,8.6,NOT,2016-09-11,09:51,Day
2016-09-11 21:40:00,2016-09-11 21:42:00,Business,Unknown Location,Unknown Location,9.8,NOT,2016-09-11,21:40,Night
2016-09-12 08:07:00,2016-09-12 08:12:00,Business,Unknown Location,Unknown Location,3.6,NOT,2016-09-12,08:07,Day
2016-09-12 11:15:00,2016-09-12 11:24:00,Business,Unknown Location,Unknown Location,1.7,NOT,2016-09-12,11:15,Day
2016-09-12 13:04:00,2016-09-12 13:44:00,Business,Unknown Location,Unknown Location,11.5,NOT,2016-09-12,13:04,Day
,,Business,Unknown Location,Unknown Location,0.7,NOT,,,Night
,,Business,Unknown Location,Unknown Location,0.7,NOT,,,Night
,,Business,Unknown Location,Unknown Location,0.9,NOT,,,Night
,,Business,Unknown Location,Unknown Location,1.6,NOT,,,Night
,,Business,Unknown Location,Unknown Location,9.4,NOT,,,Night
,,Business,R?walpindi,Unknown Location,18.2,NOT,,,Night
,,Business,Unknown Location,Islamabad,10.5,NOT,,,Night
,,Business,Islamabad,Unknown Location,5.7,NOT,,,Night
,,Business,Unknown Location,Unknown Location,18.0,NOT,,,Night
,,Business,Unknown Location,Islamabad,18.3,NOT,,,Night
,,Business,Islamabad,Unknown Location,16.5,NOT,,,Night
,,Business,Unknown Location,R?walpindi,9.6,NOT,,,Night
,,Business,Karachi,Karachi,2.9,NOT,,,Night
,,Business,Karachi,Unknown Location,8.2,NOT,,,Night
,,Business,Unknown Location,Unknown Location,2.4,NOT,,,Night
,,Business,Unknown Location,Unknown Location,5.8,NOT,,,Night
,,Business,Lahore,Lahore,9.8,NOT,,,Night
,,Business,Lahore,Unknown Location,7.3,NOT,,,Night
,,Business,Unknown Location,Unknown Location,195.6,NOT,,,Night
,,Business,Islamabad,Unknown Location,20.5,NOT,,,Night
,,Business,Unknown Location,Islamabad,12.6,NOT,,,Night
,,Business,Islamabad,Islamabad,37.7,NOT,,,Night
,,Business,Islamabad,Unknown Location,16.7,NOT,,,Night
2016-10-03 17:09:00,2016-10-03 17:12:00,Business,Unknown Location,Islamabad,10.5,NOT,2016-10-03,17:09,Day
2016-10-03 18:17:00,2016-10-03 18:34:00,Business,Islamabad,Islamabad,2.8,NOT,2016-10-03,18:17,Night
2016-10-03 18:51:00,2016-10-03 19:01:00,Business,Islamabad,Islamabad,1.6,NOT,2016-10-03,18:51,Night
2016-10-03 22:04:00,2016-10-03 22:33:00,Business,Islamabad,Unknown Location,12.7,NOT,2016-10-03,22:04,Night
2016-10-04 09:50:00,2016-10-04 10:52:00,Business,Unknown Location,Unknown Location,28.6,NOT,2016-10-04,09:50,Day
2016-10-04 12:17:00,2016-10-04 12:18:00,Business,Unknown Location,Unknown Location,15.1,NOT,2016-10-04,12:17,Day
2016-10-06 08:49:00,2016-10-06 11:36:00,Business,Unknown Location,R?walpindi,17.9,NOT,2016-10-06,08:49,Day
2016-10-06 17:23:00,2016-10-06 17:40:00,Business,R?walpindi,Unknown Location,112.6,NOT,2016-10-06,17:23,Day
2016-10-06 18:37:00,2016-10-06 18:39:00,Business,Unknown Location,Unknown Location,18.4,NOT,2016-10-06,18:37,Night
2016-10-06 19:46:00,2016-10-06 20:26:00,Business,Unknown Location,Unknown Location,13.8,NOT,2016-10-06,19:46,Night
2016-10-07 10:56:00,2016-10-07 10:59:00,Business,Unknown Location,Lahore,33.2,NOT,2016-10-07,10:56,Day
2016-10-07 11:27:00,2016-10-07 11:50:00,Business,Lahore,Lahore,2.6,NOT,2016-10-07,11:27,Day
2016-10-07 13:52:00,2016-10-07 14:08:00,Business,Lahore,Unknown Location,5.8,NOT,2016-10-07,13:52,Day
2016-10-07 14:29:00,2016-10-07 15:11:00,Business,Unknown Location,Lahore,8.3,NOT,2016-10-07,14:29,Day
2016-10-07 15:47:00,2016-10-07 16:02:00,Business,Lahore,Lahore,2.4,NOT,2016-10-07,15:47,Day
2016-10-07 18:08:00,2016-10-07 18:27:00,Business,Lahore,Lahore,3.1,NOT,2016-10-07,18:08,Night
2016-10-07 18:33:00,2016-10-07 19:01:00,Business,Lahore,Lahore,6.1,NOT,2016-10-07,18:33,Night
2016-10-08 15:03:00,2016-10-08 15:03:00,Business,Karachi,Karachi,3.6,NOT,2016-10-08,15:03,Day
2016-10-08 18:15:00,2016-10-08 18:18:00,Business,Karachi,Unknown Location,8.0,NOT,2016-10-08,18:15,Night
2016-10-09 14:04:00,2016-10-09 14:23:00,Business,Unknown Location,Unknown Location,7.7,Temporary Site,2016-10-09,14:04,Day
2016-10-10 17:22:00,2016-10-10 17:28:00,Business,Islamabad,Islamabad,1.7,NOT,2016-10-10,17:22,Day
2016-10-10 17:33:00,2016-10-10 18:13:00,Business,Islamabad,Unknown Location,9.5,NOT,2016-10-10,17:33,Day
2016-10-11 01:27:00,2016-10-11 02:08:00,Business,Unknown Location,R?walpindi,17.1,Meeting,2016-10-11,01:27,Night
2016-10-12 19:18:00,2016-10-12 19:21:00,Business,R?walpindi,Unknown Location,18.4,NOT,2016-10-12,19:18,Night
,,Business,Unknown Location,Islamabad,9.8,NOT,,,Night
,,Business,Islamabad,Islamabad,1.0,NOT,,,Night
,,Business,Islamabad,Islamabad,0.7,NOT,,,Night
,,Business,Islamabad,Islamabad,2.3,NOT,,,Night
,,Business,Islamabad,Unknown Location,10.9,NOT,,,Night
,,Business,Unknown Location,R?walpindi,12.7,NOT,,,Night
,,Business,R?walpindi,Unknown Location,12.4,NOT,,,Night
,,Business,Unknown Location,Unknown Location,3.8,NOT,,,Night
,,Business,Unknown Location,R?walpindi,17.0,Meeting,,,Night
,,Business,Morrisville,Morrisville,6.2,NOT,,,Night
,,Business,Morrisville,Cary,3.1,NOT,,,Night
,,Business,Cary,Durham,10.5,Meeting,,,Night
,,Business,Durham,Morrisville,8.1,NOT,,,Night
,,Business,Morrisville,Cary,3.1,NOT,,,Night
,,Business,Whitebridge,Parkway,2.1,Meeting,,,Night
,,Business,Cary,Morrisville,4.3,NOT,,,Night
,,Business,Morrisville,Cary,2.5,Meal/Entertain,,,Night
,,Business,Cary,Raleigh,20.6,NOT,,,Night
,,Business,Raleigh,Cary,17.6,NOT,,,Night
,,Business,Cary,Apex,5.6,NOT,,,Night
,,Business,Apex,Apex,3.3,NOT,,,Night
,,Business,Apex,Cary,5.3,NOT,,,Night
,,Business,Whitebridge,Edgehill Farms,3.3,NOT,,,Night
,,Business,Edgehill Farms,Whitebridge,3.3,NOT,,,Night
,,Business,Cary,Morrisville,7.9,Temporary Site,,,Night
,,Business,Oakland,Emeryville,13.0,NOT,,,Night
,,Business,Emeryville,Berkeley,3.0,NOT,,,Night
,,Business,Berkeley,Emeryville,3.0,NOT,,,Night
,,Business,Emeryville,Oakland,3.8,NOT,,,Night
,,Business,Oakland,San Francisco,9.5,NOT,,,Night
,,Business,SOMISSPO,French Quarter,1.7,NOT,,,Night
,,Business,San Francisco,Berkeley,10.8,NOT,,,Night
,,Business,West Berkeley,North Berkeley Hills,4.1,NOT,,,Night
,,Business,North Berkeley Hills,Southside,2.2,NOT,,,Night
,,Business,Berkeley,Emeryville,4.6,NOT,,,Night
,,Business,Emeryville,Berkeley,3.1,NOT,,,Night
,,Business,Berkeley,San Jose,47.7,NOT,,,Night
,,Business,San Jose,Emeryville,44.6,NOT,,,Night
,,Business,Emeryville,Oakland,13.2,NOT,,,Night
,,Business,Morrisville,Cary,8.7,NOT,,,Night
,,Business,Cary,Raleigh,17.2,NOT,,,Night
,,Business,Raleigh,Cary,14.0,NOT,,,Night
,,Business,Cary,Raleigh,28.1,NOT,,,Night
,,Business,Raleigh,Cary,28.2,NOT,,,Night
,,Business,Cary,Morrisville,3.1,Meal/Entertain,,,Night
,,Business,Morrisville,Cary,3.1,Customer Visit,,,Night
,,Business,Cary,Durham,16.4,NOT,,,Night
,,Business,Durham,Morrisville,15.4,NOT,,,Night
,,Business,Morrisville,Cary,2.2,NOT,,,Night
,,Business,Cary,Apex,11.2,NOT,,,Night
,,Business,Apex,Eagle Rock,2.2,NOT,,,Night
,,Business,Eagle Rock,Cary,3.6,NOT,,,Night
,,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,,,Night
,,Business,Savon Height,Parkway,4.9,NOT,,,Night
,,Business,Parkway,Whitebridge,8.7,Errand/Supplies,,,Night
,,Business,Whitebridge,Parkway,2.1,Meeting,,,Night
,,Business,Parkway,Whitebridge,2.1,NOT,,,Night
,,Business,Cary,Morrisville,8.4,Meeting,,,Night
,,Business,Morrisville,Morrisville,5.9,NOT,,,Night
,,Business,Huntington Woods,Huntington Woods,12.1,NOT,,,Night
,,Business,Huntington Woods,Weston,3.9,NOT,,,Night
,,Business,Morrisville,Cary,6.2,NOT,,,Night
,,Business,Cary,Durham,10.4,Meeting,,,Night
,,Business,Durham,Cary,9.9,Meeting,,,Night
,,Business,Cary,Winston Salem,107.0,Meeting,,,Night
,,Business,Winston Salem,Asheville,133.6,Meeting,,,Night
,,Business,Asheville,Topton,91.8,Meeting,,,Night
,,Business,Topton,Hayesville,40.7,Meeting,,,Night
,,Business,Hayesville,Topton,75.7,NOT,,,Night
,,Business,Topton,Bryson City,29.8,NOT,,,Night
,,Business,Bryson City,Bryson City,16.3,NOT,,,Night
,,Business,Bryson City,Bryson City,6.5,NOT,,,Night
,,Business,Bryson City,Bryson City,6.3,NOT,,,Night
,,Business,Bryson City,Almond,6.6,NOT,,,Night
,,Business,Almond,Bryson City,15.2,NOT,,,Night
,,Business,Bryson City,Asheville,68.4,NOT,,,Night
,,Business,Asheville,Mebane,195.9,NOT,,,Night
,,Business,Mebane,Cary,45.2,NOT,,,Night
,,Business,Cary,Morrisville,3.2,NOT,,,Night
,,Business,Morrisville,Raleigh,10.3,NOT,,,Night
,,Business,Raleigh,Cary,13.1,NOT,,,Night
,,Business,Savon Height,Whitebridge,9.6,Errand/Supplies,,,Night
2016-11-01 11:50:00,2016-11-01 12:27:00,Business,Cary,Durham,16.5,NOT,2016-11-01,11:50,Day
2016-11-01 16:29:00,2016-11-01 17:02:00,Business,Durham,Cary,12.8,NOT,2016-11-01,16:29,Day
2016-11-01 17:35:00,2016-11-01 17:42:00,Business,Whitebridge,Whitebridge,1.2,NOT,2016-11-01,17:35,Day
2016-11-01 19:14:00,2016-11-01 19:20:00,Business,Whitebridge,Whitebridge,1.0,NOT,2016-11-01,19:14,Night
2016-11-01 19:59:00,2016-11-01 20:12:00,Business,Whitebridge,Whitebridge,4.1,NOT,2016-11-01,19:59,Night
2016-11-01 20:41:00,2016-11-01 20:55:00,Business,Whitebridge,Whitebridge,4.2,Meal/Entertain,2016-11-01,20:41,Night
2016-11-02 15:10:00,2016-11-02 15:18:00,Business,Whitebridge,Westpark Place,1.4,NOT,2016-11-02,15:10,Day
2016-11-02 15:45:00,2016-11-02 15:52:00,Business,Westpark Place,Whitebridge,1.8,NOT,2016-11-02,15:45,Day
2016-11-02 16:46:00,2016-11-02 17:11:00,Business,Cary,Morrisville,8.5,Meeting,2016-11-02,16:46,Day
2016-11-02 17:34:00,2016-11-02 17:49:00,Business,Morrisville,Morrisville,5.0,NOT,2016-11-02,17:34,Day
2016-11-02 17:53:00,2016-11-02 18:00:00,Business,Morrisville,Cary,3.8,NOT,2016-11-02,17:53,Day
2016-11-03 11:28:00,2016-11-03 11:34:00,Business,Whitebridge,Hazelwood,2.5,NOT,2016-11-03,11:28,Day
2016-11-03 12:43:00,2016-11-03 12:49:00,Business,Hazelwood,Whitebridge,2.4,NOT,2016-11-03,12:43,Day
2016-11-03 13:42:00,2016-11-03 13:47:00,Business,Whitebridge,Westpark Place,1.4,NOT,2016-11-03,13:42,Day
2016-11-03 14:13:00,2016-11-03 14:26:00,Business,Westpark Place,Whitebridge,1.8,NOT,2016-11-03,14:13,Day
2016-11-03 18:51:00,2016-11-03 19:08:00,Business,Cary,Morrisville,3.1,Meal/Entertain,2016-11-03,18:51,Night
2016-11-03 22:46:00,2016-11-03 22:58:00,Business,Morrisville,Cary,3.1,Customer Visit,2016-11-03,22:46,Night
2016-11-04 10:02:00,2016-11-04 10:18:00,Business,Cary,Morrisville,7.9,Temporary Site,2016-11-04,10:02,Day
2016-11-04 18:14:00,2016-11-04 18:21:00,Business,San Jose,Santa Clara,3.8,NOT,2016-11-04,18:14,Night
2016-11-04 21:04:00,2016-11-04 21:20:00,Business,Agnew,Cory,4.3,NOT,2016-11-04,21:04,Night
2016-11-04 22:12:00,2016-11-04 22:25:00,Business,Cory,Agnew,3.9,NOT,2016-11-04,22:12,Night
2016-11-05 08:34:00,2016-11-05 08:43:00,Business,Agnew,Renaissance,2.2,NOT,2016-11-05,08:34,Day
2016-11-05 17:29:00,2016-11-05 17:40:00,Business,Renaissance,Agnew,2.8,NOT,2016-11-05,17:29,Day
2016-11-05 19:20:00,2016-11-05 19:28:00,Business,Agnew,Agnew,2.2,NOT,2016-11-05,19:20,Night
2016-11-06 10:50:00,2016-11-06 11:04:00,Business,Agnew,Renaissance,2.4,NOT,2016-11-06,10:50,Day
2016-11-06 16:05:00,2016-11-06 16:22:00,Business,Renaissance,Agnew,2.8,Meeting,2016-11-06,16:05,Day
2016-11-06 16:27:00,2016-11-06 17:28:00,Business,Santa Clara,Berkeley,43.9,Customer Visit,2016-11-06,16:27,Day
2016-11-06 19:04:00,2016-11-06 19:12:00,Business,Downtown,West Berkeley,1.8,NOT,2016-11-06,19:04,Night
2016-11-06 20:06:00,2016-11-06 20:21:00,Business,West Berkeley,Central,3.3,NOT,2016-11-06,20:06,Night
2016-11-07 12:28:00,2016-11-07 12:57:00,Business,Berkeley,San Francisco,11.8,Between Offices,2016-11-07,12:28,Day
2016-11-07 19:17:00,2016-11-07 19:57:00,Business,San Francisco,Berkeley,13.2,Between Offices,2016-11-07,19:17,Night
2016-11-08 10:29:00,2016-11-08 10:57:00,Business,Berkeley,San Francisco,12.2,Between Offices,2016-11-08,10:29,Day
2016-11-08 12:16:00,2016-11-08 12:49:00,Business,San Francisco,Berkeley,11.3,Meeting,2016-11-08,12:16,Day
2016-11-08 13:41:00,2016-11-08 14:01:00,Business,Berkeley,Emeryville,3.6,NOT,2016-11-08,13:41,Day
2016-11-08 16:21:00,2016-11-08 16:34:00,Business,Emeryville,Berkeley,3.0,NOT,2016-11-08,16:21,Day
2016-11-09 13:08:00,2016-11-09 13:41:00,Business,Berkeley,San Francisco,11.4,NOT,2016-11-09,13:08,Day
2016-11-09 15:58:00,2016-11-09 16:04:00,Business,NOMA,Downtown,0.9,NOT,2016-11-09,15:58,Day
2016-11-09 17:31:00,2016-11-09 18:03:00,Business,Downtown,Sunnyside,6.2,NOT,2016-11-09,17:31,Day
2016-11-09 18:09:00,2016-11-09 18:14:00,Business,Sunnyside,Ingleside,0.7,NOT,2016-11-09,18:09,Night
2016-11-09 18:21:00,2016-11-09 18:35:00,Business,Ingleside,Potrero Flats,5.5,Meeting,2016-11-09,18:21,Night
2016-11-09 18:40:00,2016-11-09 19:17:00,Business,San Francisco,Oakland,12.7,Customer Visit,2016-11-09,18:40,Night
2016-11-09 20:52:00,2016-11-09 21:02:00,Business,Oakland,Berkeley,2.6,NOT,2016-11-09,20:52,Night
2016-11-09 21:56:00,2016-11-09 22:02:00,Business,Central,Central,1.1,NOT,2016-11-09,21:56,Night
2016-11-10 09:46:00,2016-11-10 10:15:00,Business,Berkeley,San Francisco,12.6,Temporary Site,2016-11-10,09:46,Day
2016-11-10 10:20:00,2016-11-10 10:31:00,Business,Tenderloin,SOMISSPO,1.2,NOT,2016-11-10,10:20,Day
2016-11-10 14:57:00,2016-11-10 15:07:00,Business,SOMISSPO,Tenderloin,1.1,NOT,2016-11-10,14:57,Day
2016-11-10 15:17:00,2016-11-10 15:22:00,Business,San Francisco,Oakland,9.9,Temporary Site,2016-11-10,15:17,Day
2016-11-10 15:30:00,2016-11-10 15:53:00,Business,Oakland,Berkeley,6.0,Meeting,2016-11-10,15:30,Day
2016-11-10 19:18:00,2016-11-10 19:21:00,Business,West Berkeley,Central,0.8,NOT,2016-11-10,19:18,Night
2016-11-11 09:35:00,2016-11-11 10:23:00,Business,Berkeley,Menlo Park,45.9,Customer Visit,2016-11-11,09:35,Day
2016-11-11 12:58:00,2016-11-11 13:13:00,Business,Menlo Park,Palo Alto,4.0,NOT,2016-11-11,12:58,Day
